event_id,customer_id,event_type,event_timestamp,session_id,device,page
EVT_00009990,CUST_00845,add_to_cart,2023-05-28 22:16:50,SESS_002413,tablet,explore
EVT_00009991,CUST_01517,page_view,2023-02-22 05:10:53,SESS_003557,tablet,category
EVT_00009992,CUST_01831,page_view,2023-03-01 02:38:34,SESS_002688,tablet,tag/main/wp-content
EVT_00009993,CUST_00675,product_view,2023-03-04 04:07:57,SESS_008163,tablet,list/blog
EVT_00009994,CUST_00145,checkout_start,2023-06-11 07:37:48,SESS_003718,desktop,app/search/posts
EVT_00009995,CUST_01258,add_to_cart,2023-04-24 18:37:28,SESS_010430,tablet,main
EVT_00009996,CUST_00787,page_view,2023-05-09 00:07:52,SESS_007845,desktop,tag/posts/categories
EVT_00009997,CUST_01244,product_view,2024-05-18 18:58:41,SESS_013419,mobile,explore/tag
EVT_00009998,CUST_00026,page_view,2023-07-10 12:14:49,SESS_008619,desktop,list
EVT_00009999,CUST_00923,add_to_cart,2023-01-15 04:58:44,SESS_003089,mobile,app/tags
EVT_00010000,CUST_00765,product_view,2024-04-26 18:32:08,SESS_009997,tablet,main
EVT_00010001,CUST_00920,add_to_cart,2024-01-18 13:00:07,SESS_004335,mobile,search/blog/list
EVT_00010002,CUST_01905,wishlist_add,2024-05-03 06:07:47,SESS_010566,tablet,categories/categories
EVT_00010003,CUST_01157,checkout_start,2023-12-03 08:12:25,SESS_007286,mobile,app/tags/list
EVT_00010004,CUST_01247,add_to_cart,2023-09-07 10:21:37,SESS_013069,mobile,blog
EVT_00010005,CUST_00578,search,2023-02-14 01:26:17,SESS_005023,desktop,main
EVT_00010006,CUST_00830,page_view,2023-08-17 15:11:36,SESS_004315,mobile,search
EVT_00010007,CUST_01906,add_to_cart,2023-06-14 20:10:10,SESS_009936,desktop,list/tags
EVT_00010008,CUST_00857,search,2023-08-25 09:57:14,SESS_010060,tablet,main/category
EVT_00010009,CUST_00623,add_to_cart,2023-06-29 04:15:09,SESS_012736,desktop,categories
EVT_00010010,CUST_00121,checkout_start,2024-04-07 20:38:26,SESS_011265,desktop,category/search/blog
EVT_00010011,CUST_00334,page_view,2023-09-02 02:04:27,SESS_014631,mobile,app/search/app
EVT_00010012,CUST_01137,add_to_cart,2023-08-29 15:34:08,SESS_006808,mobile,blog/categories/category
EVT_00010013,CUST_01357,search,2023-03-24 23:10:28,SESS_003911,desktop,app
EVT_00010014,CUST_00454,purchase,2023-06-06 21:52:22,SESS_009192,mobile,tags/list
EVT_00010015,CUST_00313,page_view,2023-05-27 11:48:11,SESS_001745,desktop,tags
EVT_00010016,CUST_00976,product_view,2023-01-18 15:54:21,SESS_006305,desktop,tag
EVT_00010017,CUST_00874,product_view,2023-01-24 07:21:24,SESS_013087,tablet,list
EVT_00010018,CUST_00440,purchase,2023-01-22 22:46:08,SESS_008861,desktop,main/main/app
EVT_00010019,CUST_01495,product_view,2023-01-01 00:07:24,SESS_009664,desktop,blog
EVT_00010020,CUST_00323,product_view,2023-05-05 19:25:07,SESS_007578,mobile,posts
EVT_00010021,CUST_01313,page_view,2023-07-10 15:01:49,SESS_001775,mobile,blog
EVT_00010022,CUST_00377,checkout_start,2023-12-16 22:58:58,SESS_012602,desktop,search/list
EVT_00010023,CUST_01934,search,2023-04-28 02:01:15,SESS_003055,desktop,categories
EVT_00010024,CUST_00818,page_view,2023-02-19 10:03:33,SESS_011147,tablet,category/main
EVT_00010025,CUST_00536,product_view,2023-11-23 16:11:20,SESS_001380,desktop,posts/posts
EVT_00010026,CUST_00429,product_view,2023-09-12 08:24:18,SESS_003923,desktop,explore
EVT_00010027,CUST_01220,search,2023-12-06 15:18:55,SESS_009917,tablet,wp-content/explore
EVT_00010028,CUST_01466,product_view,2023-08-27 05:37:05,SESS_005341,desktop,blog/tag
EVT_00010029,CUST_01812,product_view,2023-02-18 16:44:22,SESS_009150,desktop,tags/wp-content
EVT_00010030,CUST_01896,page_view,2024-02-10 18:25:24,SESS_007928,desktop,search
EVT_00010031,CUST_01239,product_view,2023-01-28 05:49:21,SESS_003155,mobile,list/blog
EVT_00010032,CUST_01930,add_to_cart,2024-04-20 08:05:38,SESS_003423,desktop,app/tag/app
EVT_00010033,CUST_00273,checkout_start,2023-05-29 22:42:04,SESS_003365,desktop,category/wp-content
EVT_00010034,CUST_01801,page_view,2023-03-31 20:24:59,SESS_002553,tablet,explore/tag/wp-content
EVT_00010035,CUST_01531,add_to_cart,2023-06-27 16:00:41,SESS_005260,desktop,search/category
EVT_00010036,CUST_01418,page_view,2023-08-17 23:42:42,SESS_004706,mobile,list/search/wp-content
EVT_00010037,CUST_01411,product_view,2024-02-10 04:18:42,SESS_002247,tablet,explore
EVT_00010038,CUST_00204,product_view,2023-06-05 15:39:04,SESS_012306,mobile,wp-content
EVT_00010039,CUST_00784,product_view,2024-06-10 00:31:38,SESS_012137,mobile,categories
EVT_00010040,CUST_01581,page_view,2024-01-03 20:26:18,SESS_013118,tablet,search/list
EVT_00010041,CUST_01863,add_to_cart,2023-11-14 12:34:51,SESS_010638,desktop,search
EVT_00010042,CUST_01495,page_view,2023-02-02 06:31:12,SESS_011994,tablet,posts/tags
EVT_00010043,CUST_00865,page_view,2023-06-20 07:53:33,SESS_000675,desktop,tag/posts
EVT_00010044,CUST_01151,purchase,2023-02-05 02:24:12,SESS_013354,tablet,main/search/tag
EVT_00010045,CUST_01501,add_to_cart,2023-03-02 16:46:54,SESS_004441,tablet,blog/blog/category
EVT_00010046,CUST_00281,checkout_start,2024-06-10 08:59:44,SESS_004245,desktop,list/main
EVT_00010047,CUST_01774,search,2024-02-16 19:01:59,SESS_009742,tablet,blog/explore
EVT_00010048,CUST_00244,product_view,2024-02-24 12:05:44,SESS_011568,tablet,app/app
EVT_00010049,CUST_01130,page_view,2024-06-21 09:07:11,SESS_005000,tablet,explore
EVT_00010050,CUST_00346,search,2023-08-16 11:39:23,SESS_002981,tablet,explore/search
EVT_00010051,CUST_01473,page_view,2023-10-17 07:47:46,SESS_001260,mobile,tags/app
EVT_00010052,CUST_01987,product_view,2024-03-11 07:01:17,SESS_013365,desktop,tag/search
EVT_00010053,CUST_00713,product_view,2023-11-08 03:15:54,SESS_001657,mobile,tags/search
EVT_00010054,CUST_01831,page_view,2024-03-05 08:11:54,SESS_013388,tablet,search/tag/posts
EVT_00010055,CUST_00531,product_view,2023-07-02 19:30:45,SESS_000822,tablet,tags/list
EVT_00010056,CUST_00771,purchase,2023-01-01 11:37:28,SESS_005654,desktop,tag/posts/search
EVT_00010057,CUST_00730,wishlist_add,2023-07-14 23:15:19,SESS_006304,tablet,category/tags
EVT_00010058,CUST_01675,page_view,2023-06-05 07:12:52,SESS_002506,desktop,list/categories/explore
EVT_00010059,CUST_00862,page_view,2023-05-22 14:27:46,SESS_009457,tablet,main
EVT_00010060,CUST_00781,product_view,2023-05-25 19:47:44,SESS_001571,tablet,list/blog
EVT_00010061,CUST_01913,product_view,2023-02-10 18:01:35,SESS_014395,desktop,main/category
EVT_00010062,CUST_00698,page_view,2023-04-15 00:12:15,SESS_006161,tablet,blog/explore
EVT_00010063,CUST_00398,add_to_cart,2023-02-01 23:13:07,SESS_014915,mobile,wp-content/categories/wp-content
EVT_00010064,CUST_00839,product_view,2023-05-11 17:40:00,SESS_014358,tablet,tag/blog/wp-content
EVT_00010065,CUST_00469,product_view,2023-10-24 20:33:31,SESS_003388,desktop,posts
EVT_00010066,CUST_01360,search,2023-05-30 09:00:58,SESS_003449,desktop,explore/blog/category
EVT_00010067,CUST_01703,add_to_cart,2023-05-22 05:08:05,SESS_000294,mobile,blog
EVT_00010068,CUST_00522,product_view,2024-06-20 23:45:24,SESS_012308,desktop,categories/tag/tags
EVT_00010069,CUST_01340,page_view,2024-04-22 19:16:01,SESS_005180,tablet,posts/list
EVT_00010070,CUST_01831,product_view,2023-05-02 17:38:04,SESS_000430,tablet,tag
EVT_00010071,CUST_01722,search,2023-12-27 18:38:40,SESS_003758,mobile,wp-content/tag
EVT_00010072,CUST_00096,add_to_cart,2024-03-19 05:44:29,SESS_005345,mobile,blog/main/app
EVT_00010073,CUST_01778,page_view,2023-06-17 09:26:03,SESS_003104,mobile,categories/app
EVT_00010074,CUST_00688,page_view,2023-07-17 22:21:17,SESS_006763,mobile,main/wp-content/tag
EVT_00010075,CUST_00370,page_view,2023-10-09 12:22:41,SESS_005678,desktop,explore/explore
EVT_00010076,CUST_00210,purchase,2023-09-08 13:21:37,SESS_010694,desktop,blog
EVT_00010077,CUST_00645,product_view,2024-01-22 02:44:18,SESS_007037,mobile,app
EVT_00010078,CUST_00547,add_to_cart,2023-12-06 03:12:51,SESS_012349,tablet,categories/main/posts
EVT_00010079,CUST_01588,page_view,2023-02-16 03:03:49,SESS_012577,tablet,list
EVT_00010080,CUST_01598,page_view,2023-04-01 04:10:00,SESS_010267,mobile,search/wp-content
EVT_00010081,CUST_01765,page_view,2023-11-29 12:21:49,SESS_011397,tablet,categories/tags
EVT_00010082,CUST_00432,checkout_start,2023-05-14 18:34:16,SESS_008635,desktop,blog
EVT_00010083,CUST_00811,page_view,2023-06-08 11:11:01,SESS_008926,desktop,search/list/categories
EVT_00010084,CUST_01176,page_view,2024-03-05 03:23:22,SESS_010547,desktop,explore/category/main
EVT_00010085,CUST_01657,purchase,2024-02-09 12:01:58,SESS_000991,desktop,posts
EVT_00010086,CUST_01161,checkout_start,2023-08-05 22:27:33,SESS_002981,desktop,main
EVT_00010087,CUST_01965,product_view,2023-10-22 04:44:21,SESS_004531,desktop,search
EVT_00010088,CUST_00118,add_to_cart,2023-12-29 23:53:44,SESS_013923,mobile,tag
EVT_00010089,CUST_01623,product_view,2024-06-23 12:09:49,SESS_010789,tablet,search
EVT_00010090,CUST_01832,product_view,2023-04-03 16:22:40,SESS_008351,tablet,tags/app/search
EVT_00010091,CUST_00527,page_view,2023-01-09 05:55:09,SESS_004311,mobile,wp-content/tag
EVT_00010092,CUST_00993,page_view,2023-04-29 02:18:39,SESS_004701,desktop,list
EVT_00010093,CUST_01462,checkout_start,2023-02-06 15:11:55,SESS_005940,desktop,wp-content
EVT_00010094,CUST_00386,product_view,2024-06-28 17:38:09,SESS_012687,tablet,list
EVT_00010095,CUST_00606,purchase,2024-02-16 16:34:13,SESS_014373,desktop,category/list
EVT_00010096,CUST_00437,product_view,2023-05-14 21:36:04,SESS_002513,tablet,wp-content
EVT_00010097,CUST_00311,search,2024-02-03 09:36:38,SESS_010122,desktop,list/posts
EVT_00010098,CUST_00118,product_view,2024-05-22 09:02:04,SESS_003778,desktop,search
EVT_00010099,CUST_01225,add_to_cart,2024-01-02 10:18:27,SESS_006268,desktop,tags
EVT_00010100,CUST_01985,checkout_start,2024-04-11 10:49:51,SESS_004864,mobile,blog/tag
EVT_00010101,CUST_00804,add_to_cart,2023-09-10 13:38:53,SESS_005860,tablet,explore
EVT_00010102,CUST_00208,checkout_start,2024-05-25 19:29:54,SESS_009586,desktop,categories
EVT_00010103,CUST_01892,product_view,2023-12-28 18:59:41,SESS_005005,mobile,category/tags
EVT_00010104,CUST_01253,product_view,2023-07-31 02:10:57,SESS_007393,desktop,tag
EVT_00010105,CUST_00968,add_to_cart,2024-03-12 04:20:55,SESS_007480,mobile,app
EVT_00010106,CUST_00746,page_view,2024-06-01 00:11:32,SESS_011591,desktop,categories/blog
EVT_00010107,CUST_00456,wishlist_add,2023-06-03 00:58:25,SESS_010678,tablet,search/blog/main
EVT_00010108,CUST_01645,search,2023-02-09 23:34:05,SESS_002272,desktop,app
EVT_00010109,CUST_00292,search,2023-12-08 20:19:54,SESS_007550,mobile,list/tags/blog
EVT_00010110,CUST_01292,page_view,2023-02-19 07:31:40,SESS_010430,desktop,posts/wp-content
EVT_00010111,CUST_01624,page_view,2024-04-05 10:16:26,SESS_007963,tablet,category/search/category
EVT_00010112,CUST_00346,product_view,2023-02-22 06:14:08,SESS_003667,desktop,tags
EVT_00010113,CUST_00113,product_view,2023-09-17 10:48:14,SESS_003406,mobile,list/category/category
EVT_00010114,CUST_01387,page_view,2023-04-03 07:32:42,SESS_000456,desktop,category/wp-content/category
EVT_00010115,CUST_01240,search,2023-07-19 13:47:45,SESS_000130,mobile,list/wp-content
EVT_00010116,CUST_01035,page_view,2023-11-28 01:01:40,SESS_002663,desktop,list
EVT_00010117,CUST_00090,search,2023-04-23 10:42:58,SESS_010863,mobile,posts/tags/wp-content
EVT_00010118,CUST_00453,page_view,2023-05-11 05:34:31,SESS_000204,tablet,search/explore/categories
EVT_00010119,CUST_00227,page_view,2023-11-28 02:24:47,SESS_008255,tablet,posts/wp-content
EVT_00010120,CUST_01150,page_view,2023-09-24 23:44:16,SESS_006276,desktop,main
EVT_00010121,CUST_01374,purchase,2023-11-02 21:20:20,SESS_003773,tablet,search/app
EVT_00010122,CUST_00412,search,2023-10-12 06:46:43,SESS_008651,desktop,main/list/list
EVT_00010123,CUST_00408,page_view,2024-06-29 21:45:43,SESS_002226,tablet,categories/tag
EVT_00010124,CUST_00158,add_to_cart,2023-07-21 14:02:08,SESS_008827,desktop,search/wp-content
EVT_00010125,CUST_01008,page_view,2023-09-02 23:53:08,SESS_003586,desktop,tags
EVT_00010126,CUST_01707,page_view,2023-08-16 16:56:19,SESS_000389,tablet,app
EVT_00010127,CUST_01008,product_view,2023-10-26 02:43:17,SESS_010144,tablet,tag/list
EVT_00010128,CUST_01533,page_view,2024-04-10 06:58:05,SESS_014898,tablet,tag/blog
EVT_00010129,CUST_00927,product_view,2024-06-26 15:13:34,SESS_013535,desktop,category/explore/wp-content
EVT_00010130,CUST_01339,product_view,2023-09-04 14:57:32,SESS_010942,tablet,tags
EVT_00010131,CUST_00600,product_view,2023-01-12 13:06:21,SESS_012662,tablet,wp-content
EVT_00010132,CUST_00449,add_to_cart,2023-12-02 11:45:16,SESS_005888,tablet,tags/list
EVT_00010133,CUST_00716,page_view,2023-12-04 20:01:00,SESS_005456,mobile,categories/tag
EVT_00010134,CUST_00400,product_view,2023-11-02 07:58:24,SESS_000846,desktop,explore
EVT_00010135,CUST_01879,page_view,2023-06-05 23:02:12,SESS_000475,desktop,category
EVT_00010136,CUST_00912,product_view,2023-09-29 02:44:48,SESS_006452,desktop,tags/tags
EVT_00010137,CUST_00504,page_view,2023-02-26 16:01:39,SESS_000281,desktop,app/list
EVT_00010138,CUST_00012,page_view,2024-05-21 03:00:14,SESS_005215,desktop,categories/main
EVT_00010139,CUST_01008,page_view,2023-12-08 10:52:23,SESS_013020,tablet,categories
EVT_00010140,CUST_00571,page_view,2024-03-03 17:40:45,SESS_002344,desktop,wp-content
EVT_00010141,CUST_01102,add_to_cart,2024-01-19 11:48:22,SESS_001018,desktop,app/category
EVT_00010142,CUST_01383,page_view,2024-03-13 00:21:46,SESS_014553,tablet,category/tag/tag
EVT_00010143,CUST_01471,product_view,2023-01-19 01:41:31,SESS_012244,desktop,tags
EVT_00010144,CUST_01361,page_view,2023-08-17 05:03:49,SESS_001160,mobile,list
EVT_00010145,CUST_01497,product_view,2024-03-11 16:54:30,SESS_008881,mobile,explore/tags/tag
EVT_00010146,CUST_00553,page_view,2024-04-05 07:07:17,SESS_008835,mobile,list
EVT_00010147,CUST_00377,purchase,2023-01-11 16:06:07,SESS_001571,tablet,app
EVT_00010148,CUST_00829,search,2023-05-12 17:46:34,SESS_013515,mobile,tag
EVT_00010149,CUST_00683,purchase,2023-06-12 05:53:01,SESS_005052,mobile,wp-content/category/search
EVT_00010150,CUST_01309,wishlist_add,2023-09-08 04:08:43,SESS_014872,tablet,wp-content/categories
EVT_00010151,CUST_00735,purchase,2024-03-10 03:57:01,SESS_014270,tablet,search
EVT_00010152,CUST_01048,search,2023-09-01 13:08:57,SESS_000637,mobile,search/tags
EVT_00010153,CUST_00258,product_view,2023-05-27 11:53:46,SESS_004889,desktop,category/posts
EVT_00010154,CUST_01976,checkout_start,2023-06-17 11:40:08,SESS_009002,desktop,explore/wp-content
EVT_00010155,CUST_00064,add_to_cart,2024-01-09 10:50:39,SESS_007703,tablet,search/blog
EVT_00010156,CUST_01084,checkout_start,2023-08-10 15:20:34,SESS_014881,desktop,tags/search/posts
EVT_00010157,CUST_01438,product_view,2024-05-04 04:24:14,SESS_014608,mobile,blog
EVT_00010158,CUST_01423,add_to_cart,2023-05-16 09:26:49,SESS_010619,desktop,blog
EVT_00010159,CUST_01871,page_view,2023-10-18 08:00:02,SESS_009828,tablet,wp-content/wp-content/wp-content
EVT_00010160,CUST_00783,product_view,2023-06-04 13:51:00,SESS_005650,desktop,tag/explore/app
EVT_00010161,CUST_01327,add_to_cart,2024-01-27 08:52:46,SESS_010575,mobile,explore/explore/category
EVT_00010162,CUST_01291,add_to_cart,2023-03-31 20:29:53,SESS_003727,tablet,search/main/blog
EVT_00010163,CUST_00936,add_to_cart,2023-03-07 12:42:29,SESS_010731,tablet,categories
EVT_00010164,CUST_00060,page_view,2024-01-16 11:16:07,SESS_012903,tablet,main/explore/posts
EVT_00010165,CUST_00952,search,2024-06-08 13:12:26,SESS_012015,desktop,tag/categories
EVT_00010166,CUST_01750,product_view,2024-02-28 12:36:19,SESS_004031,mobile,blog/tags
EVT_00010167,CUST_01025,page_view,2023-12-20 18:39:21,SESS_000442,desktop,tags/wp-content/app
EVT_00010168,CUST_01948,search,2023-09-24 22:12:14,SESS_007469,mobile,explore/wp-content/explore
EVT_00010169,CUST_01287,product_view,2023-06-19 10:44:41,SESS_001492,desktop,main/blog/explore
EVT_00010170,CUST_01654,page_view,2024-05-27 23:14:26,SESS_014830,tablet,main
EVT_00010171,CUST_00924,page_view,2024-04-07 10:51:44,SESS_011416,tablet,list/wp-content/app
EVT_00010172,CUST_00709,search,2023-06-08 17:12:03,SESS_001340,mobile,main
EVT_00010173,CUST_01968,product_view,2023-09-23 16:53:54,SESS_002425,desktop,tag
EVT_00010174,CUST_00714,add_to_cart,2023-03-10 14:42:05,SESS_007297,tablet,tags
EVT_00010175,CUST_01309,product_view,2023-05-12 01:04:47,SESS_010295,tablet,posts
EVT_00010176,CUST_00443,search,2023-09-03 19:50:18,SESS_000415,tablet,categories/app/tag
EVT_00010177,CUST_00334,product_view,2023-04-21 09:56:28,SESS_014430,desktop,list/category
EVT_00010178,CUST_01948,add_to_cart,2023-10-11 08:18:40,SESS_002134,tablet,search/wp-content/tag
EVT_00010179,CUST_01331,page_view,2024-05-06 09:34:21,SESS_010776,tablet,tags
EVT_00010180,CUST_01813,checkout_start,2023-03-29 23:21:52,SESS_004672,tablet,app/explore
EVT_00010181,CUST_00378,add_to_cart,2023-05-29 03:07:32,SESS_012799,desktop,main/main/posts
EVT_00010182,CUST_00923,add_to_cart,2023-09-21 11:57:01,SESS_008455,tablet,search
EVT_00010183,CUST_00676,page_view,2023-02-13 21:53:14,SESS_003356,desktop,list/posts/tag
EVT_00010184,CUST_01556,product_view,2024-03-11 20:58:03,SESS_001881,mobile,categories/search
EVT_00010185,CUST_00353,add_to_cart,2023-04-29 16:06:34,SESS_005987,tablet,explore/blog/wp-content
EVT_00010186,CUST_00445,checkout_start,2024-04-25 18:17:41,SESS_010629,desktop,main
EVT_00010187,CUST_00846,page_view,2023-07-31 01:21:35,SESS_013631,desktop,tag/blog/app
EVT_00010188,CUST_01732,page_view,2023-12-03 07:58:46,SESS_004789,mobile,category
EVT_00010189,CUST_01650,page_view,2023-02-06 07:22:32,SESS_009154,tablet,app/wp-content
EVT_00010190,CUST_01038,add_to_cart,2023-10-23 13:50:32,SESS_005622,desktop,search
EVT_00010191,CUST_01403,page_view,2023-02-19 20:40:48,SESS_014690,tablet,tags
EVT_00010192,CUST_01473,add_to_cart,2023-08-02 16:21:16,SESS_002975,tablet,wp-content/explore
EVT_00010193,CUST_00812,page_view,2024-04-04 18:55:00,SESS_008923,mobile,wp-content/app
EVT_00010194,CUST_01528,add_to_cart,2023-04-10 20:24:56,SESS_001341,tablet,search
EVT_00010195,CUST_00923,add_to_cart,2023-12-03 08:36:13,SESS_003977,tablet,wp-content/tags/category
EVT_00010196,CUST_00989,page_view,2024-04-16 05:10:34,SESS_013106,mobile,blog/wp-content
EVT_00010197,CUST_00779,page_view,2024-05-03 01:55:12,SESS_014671,tablet,search
EVT_00010198,CUST_00377,product_view,2023-12-07 15:51:16,SESS_000190,tablet,main/posts/tag
EVT_00010199,CUST_00599,page_view,2023-03-21 19:42:28,SESS_005965,mobile,categories/main
EVT_00010200,CUST_01017,page_view,2024-05-18 09:26:47,SESS_005617,mobile,category/tag
EVT_00010201,CUST_00828,search,2023-12-21 02:43:08,SESS_005571,tablet,blog/posts/tags
EVT_00010202,CUST_01345,add_to_cart,2023-03-03 17:01:00,SESS_006545,mobile,blog/search/posts
EVT_00010203,CUST_01930,wishlist_add,2023-01-24 23:15:43,SESS_007938,tablet,tag/blog/category
EVT_00010204,CUST_01186,purchase,2023-12-09 12:25:13,SESS_013842,tablet,tags/main
EVT_00010205,CUST_00496,page_view,2023-09-22 12:34:56,SESS_009680,desktop,blog/wp-content/blog
EVT_00010206,CUST_01251,page_view,2023-03-12 10:57:18,SESS_013088,tablet,tags/posts/category
EVT_00010207,CUST_01591,page_view,2023-03-08 02:16:20,SESS_009004,tablet,explore/blog
EVT_00010208,CUST_01596,product_view,2023-04-22 00:37:33,SESS_006762,desktop,main
EVT_00010209,CUST_00856,add_to_cart,2024-04-14 18:06:40,SESS_001832,mobile,list/categories
EVT_00010210,CUST_01636,purchase,2023-01-07 21:17:24,SESS_008052,tablet,search/search
EVT_00010211,CUST_01166,product_view,2023-10-08 19:04:05,SESS_010209,mobile,explore/wp-content/list
EVT_00010212,CUST_00215,page_view,2023-05-04 09:16:57,SESS_009012,mobile,search/categories
EVT_00010213,CUST_01110,page_view,2024-06-08 05:54:15,SESS_012816,tablet,explore
EVT_00010214,CUST_01413,add_to_cart,2024-01-01 07:40:23,SESS_001538,desktop,categories/search
EVT_00010215,CUST_01674,search,2023-08-09 11:17:34,SESS_004002,tablet,explore/tag
EVT_00010216,CUST_01930,page_view,2023-12-11 04:43:57,SESS_012088,mobile,category
EVT_00010217,CUST_00570,page_view,2023-07-11 08:58:13,SESS_010727,mobile,category/tag/category
EVT_00010218,CUST_00617,page_view,2023-09-06 00:21:51,SESS_000545,mobile,tags
EVT_00010219,CUST_00265,checkout_start,2023-12-21 10:18:56,SESS_010957,tablet,wp-content/tag
EVT_00010220,CUST_00430,product_view,2023-04-20 02:26:04,SESS_011407,desktop,category/posts/categories
EVT_00010221,CUST_01078,add_to_cart,2024-04-12 19:15:08,SESS_004642,desktop,app/app
EVT_00010222,CUST_00692,product_view,2024-03-10 21:18:48,SESS_004193,tablet,categories
EVT_00010223,CUST_00316,product_view,2023-05-24 14:31:44,SESS_001005,desktop,posts/posts/explore
EVT_00010224,CUST_00224,product_view,2023-05-16 06:47:15,SESS_005923,tablet,main/categories
EVT_00010225,CUST_01509,checkout_start,2023-08-03 18:38:19,SESS_001549,desktop,explore/category
EVT_00010226,CUST_01698,checkout_start,2024-03-10 03:48:52,SESS_001630,mobile,posts
EVT_00010227,CUST_00193,search,2023-12-08 10:03:44,SESS_012070,tablet,main/category
EVT_00010228,CUST_00052,product_view,2024-04-07 15:29:48,SESS_006767,mobile,blog/app/app
EVT_00010229,CUST_00145,product_view,2023-12-01 15:22:48,SESS_008162,mobile,app/app
EVT_00010230,CUST_00475,search,2024-06-08 12:36:45,SESS_003375,tablet,tag/tags
EVT_00010231,CUST_01193,add_to_cart,2024-05-24 16:51:49,SESS_009301,desktop,categories
EVT_00010232,CUST_01202,product_view,2024-05-05 15:54:33,SESS_004773,tablet,list/main
EVT_00010233,CUST_01226,product_view,2023-10-31 11:54:52,SESS_009301,mobile,tag/explore
EVT_00010234,CUST_00017,product_view,2023-08-22 21:11:52,SESS_010853,mobile,list/search/explore
EVT_00010235,CUST_00494,purchase,2023-12-11 04:12:09,SESS_013988,desktop,list
EVT_00010236,CUST_00164,page_view,2023-11-02 01:29:14,SESS_010546,desktop,wp-content/posts
EVT_00010237,CUST_00104,add_to_cart,2023-07-20 19:06:44,SESS_011330,desktop,app/tags/wp-content
EVT_00010238,CUST_01202,add_to_cart,2024-04-20 03:51:49,SESS_012465,mobile,categories/main/search
EVT_00010239,CUST_01701,product_view,2023-10-08 19:31:26,SESS_010196,mobile,blog/tag/search
EVT_00010240,CUST_00727,add_to_cart,2023-04-07 14:33:51,SESS_014093,desktop,tag/categories
EVT_00010241,CUST_00820,purchase,2023-05-29 20:54:34,SESS_014680,mobile,tags
EVT_00010242,CUST_01535,search,2023-09-11 16:53:36,SESS_010588,desktop,posts/explore/posts
EVT_00010243,CUST_01507,page_view,2023-02-06 07:03:55,SESS_013247,tablet,wp-content/category/tag
EVT_00010244,CUST_01545,search,2023-05-03 17:30:08,SESS_006137,mobile,app/main/list
EVT_00010245,CUST_00725,purchase,2024-05-11 23:19:04,SESS_013366,tablet,categories/search
EVT_00010246,CUST_01901,checkout_start,2023-11-24 05:01:22,SESS_001291,mobile,tags
EVT_00010247,CUST_00219,checkout_start,2024-04-17 02:10:38,SESS_007083,desktop,explore/category/tags
EVT_00010248,CUST_00582,add_to_cart,2023-01-30 11:36:09,SESS_013197,tablet,categories
EVT_00010249,CUST_01175,add_to_cart,2023-06-02 03:36:39,SESS_008616,mobile,tag/app/wp-content
EVT_00010250,CUST_00014,product_view,2023-09-27 19:17:19,SESS_005038,mobile,main/tag
EVT_00010251,CUST_01924,product_view,2023-03-09 17:54:20,SESS_001912,mobile,tags
EVT_00010252,CUST_00511,search,2023-02-12 08:39:59,SESS_006336,mobile,blog/posts
EVT_00010253,CUST_00687,checkout_start,2023-11-27 11:23:46,SESS_003599,mobile,categories
EVT_00010254,CUST_00681,product_view,2023-10-20 13:16:46,SESS_003984,desktop,category/tags
EVT_00010255,CUST_00514,add_to_cart,2024-03-15 23:12:01,SESS_000047,desktop,app/tag
EVT_00010256,CUST_01964,page_view,2023-10-15 11:27:47,SESS_013939,desktop,list
EVT_00010257,CUST_00340,page_view,2023-09-27 09:47:22,SESS_011913,tablet,wp-content/categories/category
EVT_00010258,CUST_01762,page_view,2024-03-16 02:17:37,SESS_012107,mobile,explore/blog
EVT_00010259,CUST_00169,product_view,2023-08-06 18:16:16,SESS_006414,tablet,tags/explore
EVT_00010260,CUST_01952,page_view,2024-03-04 08:58:21,SESS_014187,tablet,tags/tags
EVT_00010261,CUST_00295,add_to_cart,2023-12-18 23:01:13,SESS_007099,mobile,blog/app/tag
EVT_00010262,CUST_01000,page_view,2023-01-23 01:50:59,SESS_008711,tablet,search
EVT_00010263,CUST_00036,add_to_cart,2023-09-09 06:50:48,SESS_001937,tablet,explore/search
EVT_00010264,CUST_01887,add_to_cart,2023-01-05 13:36:27,SESS_005439,mobile,tag
EVT_00010265,CUST_01554,checkout_start,2023-01-08 02:49:50,SESS_001916,tablet,category/posts/category
EVT_00010266,CUST_01170,search,2023-03-04 01:45:27,SESS_003341,mobile,main/tags/search
EVT_00010267,CUST_00649,page_view,2023-08-09 19:57:15,SESS_001850,mobile,categories/list/list
EVT_00010268,CUST_00750,product_view,2024-05-03 18:27:18,SESS_002091,mobile,list/search/posts
EVT_00010269,CUST_00302,product_view,2024-02-14 08:20:56,SESS_005875,desktop,list/search/list
EVT_00010270,CUST_01728,page_view,2023-12-14 20:27:34,SESS_009218,tablet,app
EVT_00010271,CUST_00080,wishlist_add,2024-05-09 13:31:33,SESS_011591,mobile,main/tag
EVT_00010272,CUST_01571,add_to_cart,2024-04-18 00:58:33,SESS_006898,mobile,explore/wp-content
EVT_00010273,CUST_01903,wishlist_add,2023-09-25 00:40:21,SESS_008358,desktop,app/explore/search
EVT_00010274,CUST_01445,checkout_start,2024-05-15 10:20:24,SESS_006161,mobile,search
