order_id,customer_id,order_date,category,quantity,unit_price,total_amount,status,payment_method
ORD_0001328,CUST_01562,2024-01-07,Home & Kitchen,2,424.7,849.4,cancelled,upi
ORD_0001329,CUST_00053,2023-10-12,Books,4,465.78,1863.12,completed,upi
ORD_0001330,CUST_00982,2023-08-08,Electronics,5,252.47,1262.35,completed,card
ORD_0001331,CUST_00908,2024-05-03,Sports,4,218.83,875.32,completed,upi
ORD_0001332,CUST_00267,2024-04-17,Electronics,3,270.2,810.6,completed,netbanking
ORD_0001333,CUST_01952,2024-02-21,Beauty,1,118.69,118.69,returned,card
ORD_0001334,CUST_00512,2024-06-26,Home & Kitchen,1,18.25,18.25,returned,wallet
ORD_0001335,CUST_01960,2024-06-27,Beauty,5,457.95,2289.75,completed,wallet
ORD_0001336,CUST_01829,2024-04-13,Books,5,41.78,208.9,completed,netbanking
ORD_0001337,CUST_00762,2024-01-02,Apparel,4,423.31,1693.24,completed,card
ORD_0001338,CUST_00281,2024-06-14,Electronics,4,222.74,890.96,completed,card
ORD_0001339,CUST_01576,2023-06-16,Apparel,5,70.08,350.4,completed,wallet
ORD_0001340,CUST_01135,2024-02-15,Home & Kitchen,1,230.16,230.16,completed,card
ORD_0001341,CUST_01002,2023-08-22,Sports,4,262.97,1051.88,completed,card
ORD_0001342,CUST_01664,2024-01-27,Sports,4,62.62,250.48,completed,card
ORD_0001343,CUST_01996,2024-01-21,Apparel,1,237.08,237.08,completed,wallet
ORD_0001344,CUST_00928,2024-01-14,Beauty,2,36.39,72.78,completed,card
ORD_0001345,CUST_01985,2023-12-16,Sports,3,186.94,560.82,cancelled,wallet
ORD_0001346,CUST_00615,2023-10-17,Beauty,4,95.73,382.92,completed,card
ORD_0001347,CUST_01158,2024-02-10,Sports,2,180.97,361.94,completed,wallet
ORD_0001348,CUST_00873,2024-05-12,Electronics,5,134.33,671.65,completed,card
ORD_0001349,CUST_00684,2024-05-24,Apparel,2,307.4,614.8,returned,wallet
ORD_0001350,CUST_01889,2024-01-24,Books,4,445.91,1783.64,returned,card
ORD_0001351,CUST_00724,2024-04-05,Apparel,5,127.86,639.3,completed,wallet
ORD_0001352,CUST_00039,2024-04-05,Books,1,490.1,490.1,completed,card
ORD_0001353,CUST_00637,2023-10-14,Electronics,5,22.21,111.05,completed,card
ORD_0001354,CUST_00916,2024-06-15,Electronics,4,336.59,1346.36,returned,card
ORD_0001355,CUST_00041,2024-06-15,Sports,5,125.61,628.05,completed,netbanking
ORD_0001356,CUST_01176,2023-07-12,Beauty,3,132.14,396.42,completed,upi
ORD_0001357,CUST_00087,2024-03-22,Electronics,5,308.33,1541.65,returned,netbanking
ORD_0001358,CUST_01325,2024-06-26,Books,5,412.63,2063.15,completed,wallet
ORD_0001359,CUST_01309,2024-03-30,Sports,1,107.34,107.34,completed,card
ORD_0001360,CUST_01667,2024-02-10,Beauty,4,305.45,1221.8,completed,wallet
ORD_0001361,CUST_01860,2024-04-03,Books,1,82.73,82.73,completed,card
ORD_0001362,CUST_00994,2024-06-11,Apparel,5,140.42,702.1,returned,netbanking
ORD_0001363,CUST_00895,2023-12-06,Sports,2,371.1,742.2,completed,netbanking
ORD_0001364,CUST_01194,2023-08-17,Electronics,5,228.56,1142.8,completed,netbanking
ORD_0001365,CUST_00339,2024-04-16,Books,2,22.88,45.76,completed,wallet
ORD_0001366,CUST_01679,2024-03-21,Books,2,61.78,123.56,completed,upi
ORD_0001367,CUST_01354,2023-06-01,Sports,3,56.58,169.74,cancelled,card
ORD_0001368,CUST_00482,2023-12-23,Sports,5,290.06,1450.3,completed,wallet
ORD_0001369,CUST_01845,2024-04-19,Books,1,50.91,50.91,cancelled,netbanking
ORD_0001370,CUST_01901,2024-03-22,Electronics,5,24.95,124.75,cancelled,wallet
ORD_0001371,CUST_01832,2024-06-22,Apparel,3,272.19,816.57,completed,wallet
ORD_0001372,CUST_01940,2024-02-09,Apparel,5,261.43,1307.15,completed,wallet
ORD_0001373,CUST_01992,2024-05-02,Electronics,3,224.45,673.35,completed,card
ORD_0001374,CUST_01663,2023-07-19,Books,3,274.64,823.92,completed,wallet
ORD_0001375,CUST_01366,2024-06-08,Books,2,422.63,845.26,completed,netbanking
ORD_0001376,CUST_01220,2024-06-03,Beauty,1,384.65,384.65,completed,upi
ORD_0001377,CUST_01047,2024-06-07,Apparel,5,142.49,712.45,completed,wallet
ORD_0001378,CUST_01147,2024-06-16,Books,2,237.04,474.08,completed,wallet
ORD_0001379,CUST_01362,2024-05-11,Sports,1,140.89,140.89,completed,card
ORD_0001380,CUST_00530,2023-11-07,Home & Kitchen,5,217.52,1087.6,completed,wallet
ORD_0001381,CUST_01843,2024-05-31,Home & Kitchen,2,96.73,193.46,completed,upi
ORD_0001382,CUST_00683,2024-03-28,Books,4,183.47,733.88,completed,wallet
ORD_0001383,CUST_00373,2024-06-27,Books,1,443.53,443.53,completed,netbanking
ORD_0001384,CUST_01711,2024-06-15,Apparel,4,198.02,792.08,completed,wallet
ORD_0001385,CUST_00053,2023-11-30,Apparel,4,260.72,1042.88,completed,card
ORD_0001386,CUST_00314,2024-06-20,Apparel,1,199.1,199.1,cancelled,netbanking
ORD_0001387,CUST_01188,2024-06-23,Books,2,414.49,828.98,completed,upi
ORD_0001388,CUST_00001,2024-06-28,Apparel,5,480.47,2402.35,completed,wallet
ORD_0001389,CUST_01091,2024-06-26,Books,2,310.89,621.78,completed,netbanking
ORD_0001390,CUST_00810,2024-04-18,Sports,2,495.38,990.76,completed,card
ORD_0001391,CUST_00871,2024-06-23,Electronics,5,418.17,2090.85,completed,upi
ORD_0001392,CUST_01700,2024-02-05,Beauty,5,449.06,2245.3,completed,upi
ORD_0001393,CUST_01681,2024-05-29,Apparel,4,62.89,251.56,completed,wallet
ORD_0001394,CUST_01832,2024-06-16,Apparel,3,101.41,304.23,completed,netbanking
ORD_0001395,CUST_00658,2024-05-23,Home & Kitchen,5,56.24,281.2,completed,card
ORD_0001396,CUST_01864,2023-10-08,Home & Kitchen,3,454.14,1362.42,completed,wallet
ORD_0001397,CUST_00297,2024-05-03,Books,1,311.97,311.97,completed,card
ORD_0001398,CUST_01788,2024-02-05,Sports,3,144.05,432.15,completed,card
ORD_0001399,CUST_00963,2024-05-07,Apparel,1,388.47,388.47,completed,card
ORD_0001400,CUST_01120,2024-06-25,Books,1,434.48,434.48,returned,upi
ORD_0001401,CUST_00199,2024-06-03,Books,1,226.99,226.99,completed,card
ORD_0001402,CUST_01613,2023-10-02,Books,3,315.04,945.12,completed,netbanking
ORD_0001403,CUST_01119,2024-01-22,Sports,5,334.94,1674.7,returned,upi
ORD_0001404,CUST_01432,2024-05-09,Sports,4,351.26,1405.04,completed,wallet
ORD_0001405,CUST_01162,2024-02-04,Sports,1,170.38,170.38,completed,netbanking
ORD_0001406,CUST_01646,2023-05-19,Apparel,1,70.81,70.81,completed,upi
ORD_0001407,CUST_00120,2024-06-01,Books,3,130.72,392.16,returned,card
ORD_0001408,CUST_00720,2023-09-07,Books,1,242.49,242.49,completed,card
ORD_0001409,CUST_00466,2024-05-26,Sports,5,378.82,1894.1,returned,upi
ORD_0001410,CUST_00863,2024-01-17,Beauty,2,211.28,422.56,completed,card
ORD_0001411,CUST_01055,2024-06-21,Sports,3,170.54,511.62,completed,wallet
ORD_0001412,CUST_00016,2023-09-28,Beauty,1,301.11,301.11,completed,upi
ORD_0001413,CUST_00612,2024-06-21,Electronics,5,132.6,663.0,completed,wallet
ORD_0001414,CUST_00769,2024-05-15,Beauty,3,394.89,1184.67,returned,wallet
ORD_0001415,CUST_00884,2024-06-22,Books,4,34.49,137.96,completed,card
ORD_0001416,CUST_01680,2024-02-14,Home & Kitchen,3,217.55,652.65,completed,wallet
ORD_0001417,CUST_00697,2024-04-15,Home & Kitchen,1,289.88,289.88,completed,upi
ORD_0001418,CUST_00394,2024-04-20,Apparel,5,24.15,120.75,completed,netbanking
ORD_0001419,CUST_00529,2024-02-15,Beauty,4,393.8,1575.2,completed,wallet
ORD_0001420,CUST_00690,2023-12-06,Beauty,1,63.11,63.11,completed,netbanking
ORD_0001421,CUST_00469,2023-11-14,Beauty,1,350.44,350.44,completed,upi
ORD_0001422,CUST_00243,2023-08-20,Books,2,154.11,308.22,completed,wallet
ORD_0001423,CUST_01422,2024-06-13,Apparel,4,162.19,648.76,completed,card
ORD_0001424,CUST_00800,2024-01-21,Home & Kitchen,1,48.73,48.73,completed,card
ORD_0001425,CUST_00190,2024-03-14,Home & Kitchen,5,409.48,2047.4,completed,wallet
ORD_0001426,CUST_00123,2024-01-02,Books,5,17.35,86.75,completed,wallet
ORD_0001427,CUST_00986,2024-05-13,Apparel,4,495.89,1983.56,completed,card
ORD_0001428,CUST_00355,2024-05-24,Home & Kitchen,5,442.4,2212.0,completed,card
ORD_0001429,CUST_01907,2024-04-27,Beauty,4,76.1,304.4,completed,netbanking
ORD_0001430,CUST_01747,2024-05-06,Beauty,4,47.3,189.2,completed,upi
ORD_0001431,CUST_00110,2023-08-09,Beauty,5,133.09,665.45,completed,wallet
ORD_0001432,CUST_00701,2023-12-02,Sports,4,179.39,717.56,completed,card
ORD_0001433,CUST_00945,2024-02-12,Home & Kitchen,2,190.55,381.1,cancelled,upi
ORD_0001434,CUST_00635,2024-04-10,Beauty,1,339.15,339.15,completed,netbanking
ORD_0001435,CUST_01800,2024-05-23,Home & Kitchen,3,400.48,1201.44,completed,wallet
ORD_0001436,CUST_00522,2024-05-11,Books,3,149.74,449.22,completed,upi
ORD_0001437,CUST_01782,2023-12-09,Apparel,1,64.58,64.58,completed,wallet
ORD_0001438,CUST_00585,2024-06-13,Beauty,5,311.23,1556.15,completed,wallet
ORD_0001439,CUST_01398,2024-03-26,Books,4,224.8,899.2,completed,upi
ORD_0001440,CUST_01361,2024-03-20,Electronics,2,249.74,499.48,completed,wallet
ORD_0001441,CUST_01404,2024-06-14,Home & Kitchen,1,449.88,449.88,completed,card
ORD_0001442,CUST_01641,2024-01-02,Apparel,5,394.17,1970.85,returned,netbanking
ORD_0001443,CUST_00674,2024-06-07,Sports,2,26.26,52.52,cancelled,upi
ORD_0001444,CUST_00666,2024-05-31,Home & Kitchen,5,416.56,2082.8,completed,upi
ORD_0001445,CUST_00678,2024-06-26,Beauty,3,15.78,47.34,completed,card
ORD_0001446,CUST_01055,2024-03-14,Sports,4,225.86,903.44,completed,card
ORD_0001447,CUST_01726,2024-05-26,Home & Kitchen,3,494.55,1483.65,completed,netbanking
ORD_0001448,CUST_00536,2024-04-27,Sports,4,36.2,144.8,completed,netbanking
ORD_0001449,CUST_01410,2024-01-16,Apparel,4,305.35,1221.4,completed,card
ORD_0001450,CUST_00032,2024-03-12,Sports,3,128.04,384.12,completed,wallet
ORD_0001451,CUST_01967,2024-06-08,Sports,5,333.91,1669.55,completed,wallet
ORD_0001452,CUST_01201,2024-06-27,Beauty,5,390.43,1952.15,completed,netbanking
ORD_0001453,CUST_00645,2024-04-24,Books,5,354.5,1772.5,completed,wallet
ORD_0001454,CUST_01395,2024-06-18,Electronics,3,194.64,583.92,returned,wallet
ORD_0001455,CUST_01456,2023-11-04,Apparel,2,141.21,282.42,returned,upi
ORD_0001456,CUST_01214,2024-02-04,Apparel,2,265.51,531.02,completed,card
ORD_0001457,CUST_00310,2024-05-29,Books,5,254.97,1274.85,returned,upi
ORD_0001458,CUST_01933,2024-06-24,Sports,2,491.86,983.72,returned,card
ORD_0001459,CUST_01458,2024-05-17,Apparel,5,462.81,2314.05,completed,card
ORD_0001460,CUST_01672,2024-04-30,Apparel,1,100.7,100.7,returned,card
ORD_0001461,CUST_00130,2024-03-29,Electronics,4,222.64,890.56,completed,card
ORD_0001462,CUST_01041,2024-06-21,Beauty,5,460.57,2302.85,completed,wallet
ORD_0001463,CUST_00250,2023-04-17,Home & Kitchen,5,50.96,254.8,completed,wallet
ORD_0001464,CUST_01632,2024-01-21,Beauty,3,40.23,120.69,completed,netbanking
ORD_0001465,CUST_01902,2024-05-24,Electronics,2,324.16,648.32,completed,card
ORD_0001466,CUST_01611,2024-05-17,Sports,3,216.35,649.05,completed,upi
ORD_0001467,CUST_00645,2023-12-13,Sports,4,434.5,1738.0,completed,card
ORD_0001468,CUST_00072,2023-07-24,Electronics,2,369.32,738.64,completed,wallet
ORD_0001469,CUST_01876,2024-05-18,Home & Kitchen,1,191.32,191.32,cancelled,wallet
ORD_0001470,CUST_00897,2023-05-26,Beauty,3,19.57,58.71,completed,wallet
ORD_0001471,CUST_01992,2024-02-01,Electronics,4,141.64,566.56,completed,wallet
ORD_0001472,CUST_01877,2024-04-21,Beauty,3,435.07,1305.21,completed,upi
ORD_0001473,CUST_00578,2023-09-01,Electronics,4,275.4,1101.6,completed,netbanking
ORD_0001474,CUST_01582,2024-03-18,Sports,4,30.55,122.2,completed,upi
ORD_0001475,CUST_00881,2024-06-26,Sports,5,109.12,545.6,completed,wallet
ORD_0001476,CUST_00327,2024-05-20,Electronics,5,234.96,1174.8,completed,wallet
ORD_0001477,CUST_01143,2024-05-28,Sports,5,449.87,2249.35,completed,wallet
ORD_0001478,CUST_01601,2024-06-04,Home & Kitchen,1,188.39,188.39,returned,wallet
ORD_0001479,CUST_00370,2023-12-05,Sports,4,423.5,1694.0,completed,wallet
ORD_0001480,CUST_00048,2024-06-03,Electronics,2,71.98,143.96,completed,netbanking
ORD_0001481,CUST_00931,2024-06-20,Apparel,5,283.93,1419.65,completed,netbanking
ORD_0001482,CUST_00162,2023-12-02,Apparel,5,190.58,952.9,cancelled,wallet
ORD_0001483,CUST_00740,2024-05-18,Electronics,5,164.02,820.1,completed,wallet
ORD_0001484,CUST_00596,2023-06-11,Books,2,249.25,498.5,completed,card
ORD_0001485,CUST_00198,2024-04-17,Electronics,5,80.87,404.35,completed,wallet
ORD_0001486,CUST_01926,2023-08-04,Apparel,4,140.46,561.84,completed,wallet
ORD_0001487,CUST_00685,2024-03-31,Electronics,5,46.47,232.35,returned,netbanking
ORD_0001488,CUST_01477,2024-02-22,Electronics,3,458.95,1376.85,returned,netbanking
ORD_0001489,CUST_01395,2024-06-22,Electronics,3,248.18,744.54,completed,upi
ORD_0001490,CUST_00006,2024-05-03,Home & Kitchen,2,71.89,143.78,completed,card
ORD_0001491,CUST_01455,2024-06-29,Electronics,1,469.66,469.66,completed,wallet
ORD_0001492,CUST_00450,2024-04-25,Electronics,3,210.89,632.67,completed,upi
ORD_0001493,CUST_01695,2023-07-17,Books,3,425.32,1275.96,cancelled,upi
ORD_0001494,CUST_01884,2024-06-08,Electronics,3,12.47,37.41,completed,upi
ORD_0001495,CUST_00330,2024-03-15,Apparel,3,361.36,1084.08,completed,wallet
ORD_0001496,CUST_00149,2024-03-27,Home & Kitchen,5,462.85,2314.25,completed,card
ORD_0001497,CUST_00121,2024-03-06,Electronics,5,324.32,1621.6,completed,netbanking
ORD_0001498,CUST_01997,2024-06-28,Books,5,97.21,486.05,returned,card
ORD_0001499,CUST_01672,2024-06-21,Books,1,164.33,164.33,completed,card
ORD_0001500,CUST_01524,2024-05-10,Books,2,474.02,948.04,completed,upi
ORD_0001501,CUST_00409,2024-02-16,Books,1,236.55,236.55,completed,card
ORD_0001502,CUST_00010,2024-04-12,Beauty,3,453.95,1361.85,completed,netbanking
ORD_0001503,CUST_01151,2024-05-29,Apparel,3,352.56,1057.68,returned,upi
ORD_0001504,CUST_01634,2024-06-21,Sports,4,212.46,849.84,completed,wallet
ORD_0001505,CUST_00706,2023-09-16,Books,5,135.96,679.8,completed,wallet
ORD_0001506,CUST_01713,2024-03-07,Sports,5,398.58,1992.9,cancelled,wallet
ORD_0001507,CUST_00415,2024-06-08,Beauty,5,50.48,252.4,completed,card
ORD_0001508,CUST_00529,2024-01-18,Sports,1,85.32,85.32,completed,wallet
ORD_0001509,CUST_00455,2024-06-20,Home & Kitchen,2,43.66,87.32,completed,netbanking
ORD_0001510,CUST_00897,2023-10-14,Apparel,5,384.32,1921.6,completed,upi
ORD_0001511,CUST_00862,2024-06-25,Home & Kitchen,1,208.75,208.75,cancelled,wallet
ORD_0001512,CUST_00080,2024-06-29,Sports,4,104.93,419.72,completed,netbanking
ORD_0001513,CUST_01825,2024-04-01,Sports,5,256.65,1283.25,completed,upi
ORD_0001514,CUST_00652,2023-09-23,Beauty,4,461.35,1845.4,cancelled,netbanking
ORD_0001515,CUST_00832,2024-05-24,Home & Kitchen,5,33.23,166.15,completed,wallet
ORD_0001516,CUST_01899,2024-04-24,Books,1,202.79,202.79,completed,netbanking
ORD_0001517,CUST_00164,2023-12-12,Sports,4,88.12,352.48,completed,card
ORD_0001518,CUST_01217,2024-05-13,Home & Kitchen,5,469.08,2345.4,completed,wallet
ORD_0001519,CUST_01289,2024-06-14,Sports,1,336.37,336.37,completed,upi
ORD_0001520,CUST_00205,2023-04-28,Sports,1,236.71,236.71,cancelled,card
ORD_0001521,CUST_01231,2024-05-16,Home & Kitchen,1,79.73,79.73,completed,wallet
ORD_0001522,CUST_01397,2024-03-12,Apparel,1,346.49,346.49,completed,card
ORD_0001523,CUST_00832,2024-06-21,Apparel,5,191.76,958.8,completed,netbanking
ORD_0001524,CUST_01431,2023-12-05,Electronics,2,499.11,998.22,completed,upi
ORD_0001525,CUST_00897,2023-11-28,Electronics,5,185.09,925.45,completed,wallet
ORD_0001526,CUST_01556,2024-05-24,Electronics,1,48.67,48.67,completed,upi
ORD_0001527,CUST_01857,2023-11-25,Beauty,5,137.21,686.05,returned,netbanking
ORD_0001528,CUST_00066,2024-06-12,Books,3,31.46,94.38,completed,wallet
ORD_0001529,CUST_01443,2024-02-01,Sports,2,237.2,474.4,completed,netbanking
ORD_0001530,CUST_01451,2024-05-14,Apparel,3,325.51,976.53,completed,card
ORD_0001531,CUST_00099,2024-04-19,Beauty,4,151.03,604.12,completed,netbanking
ORD_0001532,CUST_01583,2024-05-13,Sports,1,109.59,109.59,completed,netbanking
ORD_0001533,CUST_00714,2023-10-04,Books,1,440.35,440.35,completed,netbanking
ORD_0001534,CUST_00132,2024-03-28,Sports,5,156.94,784.7,returned,upi
ORD_0001535,CUST_01340,2023-10-08,Apparel,5,312.12,1560.6,cancelled,netbanking
ORD_0001536,CUST_00709,2024-01-20,Home & Kitchen,3,346.14,1038.42,completed,netbanking
ORD_0001537,CUST_00795,2023-12-14,Books,1,39.06,39.06,completed,card
ORD_0001538,CUST_01320,2024-05-18,Sports,4,289.87,1159.48,completed,wallet
ORD_0001539,CUST_01469,2024-06-23,Beauty,4,138.75,555.0,returned,wallet
ORD_0001540,CUST_01026,2024-05-07,Apparel,2,361.15,722.3,completed,netbanking
ORD_0001541,CUST_00629,2024-02-22,Electronics,3,432.32,1296.96,completed,wallet
ORD_0001542,CUST_00939,2024-06-14,Electronics,2,173.74,347.48,completed,netbanking
ORD_0001543,CUST_01697,2023-08-29,Books,1,251.67,251.67,completed,upi
ORD_0001544,CUST_01841,2024-04-22,Books,2,150.07,300.14,completed,upi
ORD_0001545,CUST_01193,2023-03-28,Sports,2,334.12,668.24,completed,upi
ORD_0001546,CUST_00449,2024-05-13,Electronics,2,160.77,321.54,completed,card
ORD_0001547,CUST_01171,2024-01-07,Electronics,4,421.07,1684.28,completed,card
ORD_0001548,CUST_01305,2024-05-16,Books,5,282.33,1411.65,completed,upi
ORD_0001549,CUST_00029,2024-02-28,Books,1,53.3,53.3,completed,upi
ORD_0001550,CUST_01263,2023-04-04,Home & Kitchen,3,449.22,1347.66,cancelled,wallet
ORD_0001551,CUST_00685,2024-05-09,Sports,5,397.07,1985.35,completed,upi
ORD_0001552,CUST_00180,2024-01-13,Books,5,371.09,1855.45,completed,wallet
ORD_0001553,CUST_00096,2023-11-07,Apparel,2,215.34,430.68,completed,upi
ORD_0001554,CUST_00938,2024-02-01,Electronics,3,265.11,795.33,completed,wallet
ORD_0001555,CUST_01823,2023-01-26,Books,5,71.77,358.85,completed,netbanking
ORD_0001556,CUST_01725,2024-04-06,Sports,2,359.7,719.4,completed,upi
ORD_0001557,CUST_00884,2023-10-10,Sports,1,327.04,327.04,completed,upi
ORD_0001558,CUST_00139,2024-05-01,Sports,5,394.97,1974.85,completed,wallet
ORD_0001559,CUST_01481,2023-12-21,Books,3,287.11,861.33,completed,card
ORD_0001560,CUST_01031,2024-06-09,Home & Kitchen,2,272.4,544.8,completed,card
ORD_0001561,CUST_01496,2024-02-04,Beauty,5,377.31,1886.55,cancelled,upi
ORD_0001562,CUST_01442,2024-05-17,Sports,1,197.03,197.03,completed,card
ORD_0001563,CUST_01537,2024-03-23,Beauty,2,244.58,489.16,completed,upi
ORD_0001564,CUST_00138,2024-05-28,Apparel,4,308.23,1232.92,completed,wallet
ORD_0001565,CUST_01842,2023-08-08,Home & Kitchen,5,145.28,726.4,returned,card
ORD_0001566,CUST_01053,2024-02-13,Books,2,363.96,727.92,completed,card
ORD_0001567,CUST_00364,2024-04-26,Apparel,5,154.32,771.6,completed,upi
ORD_0001568,CUST_00278,2024-04-13,Electronics,2,38.98,77.96,completed,wallet
ORD_0001569,CUST_00571,2024-04-14,Sports,2,463.02,926.04,completed,card
ORD_0001570,CUST_00864,2024-06-11,Apparel,5,305.19,1525.95,completed,upi
ORD_0001571,CUST_01507,2024-05-28,Beauty,1,72.5,72.5,completed,card
ORD_0001572,CUST_00568,2024-06-29,Apparel,2,117.31,234.62,completed,wallet
ORD_0001573,CUST_01020,2024-03-26,Electronics,2,350.76,701.52,completed,upi
ORD_0001574,CUST_00085,2024-05-18,Books,2,256.63,513.26,completed,card
ORD_0001575,CUST_00834,2024-04-27,Beauty,4,106.54,426.16,cancelled,card
ORD_0001576,CUST_00706,2023-12-02,Home & Kitchen,4,233.88,935.52,completed,card
ORD_0001577,CUST_01252,2024-01-17,Electronics,2,74.68,149.36,completed,upi
ORD_0001578,CUST_01226,2023-10-19,Beauty,4,344.48,1377.92,cancelled,card
ORD_0001579,CUST_00962,2023-11-12,Electronics,4,433.93,1735.72,returned,upi
ORD_0001580,CUST_01193,2024-03-27,Electronics,2,68.46,136.92,completed,netbanking
ORD_0001581,CUST_00137,2024-06-22,Apparel,4,202.01,808.04,completed,upi
ORD_0001582,CUST_01923,2024-02-16,Sports,4,248.55,994.2,completed,wallet
ORD_0001583,CUST_01142,2024-02-05,Books,4,422.29,1689.16,completed,card
ORD_0001584,CUST_00785,2023-07-28,Electronics,4,465.62,1862.48,completed,wallet
ORD_0001585,CUST_00742,2023-11-24,Home & Kitchen,1,158.56,158.56,completed,netbanking
ORD_0001586,CUST_00616,2024-06-01,Books,4,482.99,1931.96,cancelled,netbanking
ORD_0001587,CUST_01239,2023-08-15,Home & Kitchen,2,288.09,576.18,completed,wallet
ORD_0001588,CUST_00343,2024-04-27,Apparel,2,73.43,146.86,completed,wallet
ORD_0001589,CUST_01807,2023-12-13,Apparel,1,154.79,154.79,completed,wallet
ORD_0001590,CUST_01363,2023-06-30,Sports,3,471.0,1413.0,completed,netbanking
ORD_0001591,CUST_01380,2023-08-25,Sports,1,342.79,342.79,completed,card
ORD_0001592,CUST_01094,2024-06-22,Sports,5,475.67,2378.35,completed,wallet
ORD_0001593,CUST_00303,2024-06-11,Beauty,2,364.92,729.84,completed,wallet
ORD_0001594,CUST_00540,2024-06-21,Apparel,2,284.25,568.5,returned,netbanking
ORD_0001595,CUST_01940,2024-03-21,Beauty,2,445.58,891.16,completed,upi
ORD_0001596,CUST_00461,2023-09-12,Electronics,3,475.12,1425.36,returned,upi
ORD_0001597,CUST_00159,2024-03-28,Sports,3,425.68,1277.04,completed,card
ORD_0001598,CUST_00766,2024-06-28,Books,3,191.19,573.57,completed,wallet
ORD_0001599,CUST_01877,2024-03-12,Books,4,172.09,688.36,completed,netbanking
ORD_0001600,CUST_01479,2024-06-10,Home & Kitchen,3,474.01,1422.03,cancelled,wallet
ORD_0001601,CUST_00760,2024-02-01,Home & Kitchen,4,495.64,1982.56,completed,wallet
ORD_0001602,CUST_01971,2023-03-17,Home & Kitchen,4,112.21,448.84,completed,upi
ORD_0001603,CUST_00703,2024-05-07,Beauty,3,20.83,62.49,returned,netbanking
ORD_0001604,CUST_01896,2024-06-20,Home & Kitchen,3,258.93,776.79,completed,wallet
ORD_0001605,CUST_01221,2023-11-14,Home & Kitchen,3,395.39,1186.17,completed,wallet
ORD_0001606,CUST_00619,2024-05-17,Apparel,4,99.03,396.12,completed,netbanking
ORD_0001607,CUST_00280,2023-09-30,Sports,3,390.68,1172.04,cancelled,netbanking
ORD_0001608,CUST_00372,2024-05-16,Home & Kitchen,1,467.22,467.22,completed,netbanking
ORD_0001609,CUST_01333,2024-02-29,Apparel,5,105.74,528.7,cancelled,card
ORD_0001610,CUST_00617,2024-06-22,Apparel,3,444.19,1332.57,completed,card
ORD_0001611,CUST_00928,2024-04-14,Books,4,117.8,471.2,completed,card
ORD_0001612,CUST_00062,2024-04-15,Sports,1,252.87,252.87,returned,upi
ORD_0001613,CUST_00291,2023-12-20,Sports,1,190.49,190.49,completed,netbanking
ORD_0001614,CUST_00652,2023-07-30,Beauty,2,187.74,375.48,completed,upi
ORD_0001615,CUST_00887,2024-06-23,Home & Kitchen,5,400.77,2003.85,completed,wallet
ORD_0001616,CUST_00100,2024-05-14,Apparel,4,105.05,420.2,returned,card
ORD_0001617,CUST_01417,2024-06-01,Beauty,4,400.34,1601.36,returned,upi
ORD_0001618,CUST_01854,2024-04-12,Sports,4,231.94,927.76,completed,netbanking
ORD_0001619,CUST_00833,2023-07-11,Electronics,2,239.32,478.64,completed,card
ORD_0001620,CUST_01323,2023-04-04,Books,3,409.48,1228.44,cancelled,card
ORD_0001621,CUST_00051,2023-10-14,Beauty,3,328.04,984.12,cancelled,card
ORD_0001622,CUST_00052,2024-06-25,Apparel,4,429.59,1718.36,completed,card
ORD_0001623,CUST_00634,2023-06-03,Apparel,3,236.92,710.76,completed,card
ORD_0001624,CUST_01238,2024-05-05,Beauty,2,484.14,968.28,completed,upi
ORD_0001625,CUST_01563,2024-06-04,Beauty,5,404.99,2024.95,completed,upi
ORD_0001626,CUST_01861,2023-04-27,Books,2,69.59,139.18,completed,netbanking
ORD_0001627,CUST_01453,2024-05-16,Apparel,5,390.02,1950.1,returned,card
ORD_0001628,CUST_01231,2024-04-30,Beauty,2,292.04,584.08,returned,upi
ORD_0001629,CUST_00705,2023-04-25,Home & Kitchen,3,483.51,1450.53,returned,upi
ORD_0001630,CUST_01863,2023-10-07,Beauty,2,92.79,185.58,completed,wallet
ORD_0001631,CUST_00465,2024-03-16,Sports,5,103.14,515.7,completed,upi
ORD_0001632,CUST_00003,2024-03-14,Beauty,3,427.89,1283.67,completed,upi
ORD_0001633,CUST_01602,2024-03-22,Books,2,73.3,146.6,completed,netbanking
ORD_0001634,CUST_01991,2024-05-23,Electronics,4,204.57,818.28,completed,wallet
ORD_0001635,CUST_00094,2024-06-15,Books,2,200.64,401.28,completed,card
ORD_0001636,CUST_01566,2024-05-30,Apparel,2,416.57,833.14,completed,card
ORD_0001637,CUST_00029,2024-05-04,Electronics,1,86.42,86.42,completed,upi
ORD_0001638,CUST_01829,2024-02-25,Books,1,482.18,482.18,completed,wallet
ORD_0001639,CUST_01891,2024-03-21,Books,5,431.16,2155.8,completed,netbanking
ORD_0001640,CUST_00907,2023-08-06,Apparel,2,81.11,162.22,cancelled,upi
ORD_0001641,CUST_00291,2024-01-05,Electronics,5,18.26,91.3,completed,netbanking
ORD_0001642,CUST_00520,2023-08-26,Beauty,3,284.49,853.47,returned,upi
ORD_0001643,CUST_01470,2024-04-20,Home & Kitchen,2,97.52,195.04,completed,wallet
ORD_0001644,CUST_00375,2024-05-10,Electronics,2,192.07,384.14,returned,upi
ORD_0001645,CUST_01707,2024-06-28,Apparel,4,433.59,1734.36,completed,card
